fecha_hora,P,codigo
2011-10-07,3.302,12
2011-10-08,2.793,12
2011-10-09,13.965999999999992,12
2011-10-10,7.111999999999995,12
2011-10-11,2.54,12
2011-10-12,13.45999999999999,12
2011-10-13,0.508,12
2011-10-14,0.508,12
2011-10-15,0.0,12
2011-10-16,39.61100000000001,12
2011-10-17,3.81,12
2011-10-18,1.778,12
2011-10-19,1.016,12
2011-10-20,0.0,12
2011-10-21,0.0,12
2011-10-22,3.809,12
2011-10-23,0.0,12
2011-10-24,0.254,12
2011-10-25,0.762,12
2011-10-26,2.286,12
2011-10-27,5.079999999999998,12
2011-10-28,2.54,12
2011-10-29,7.109,12
2011-10-30,5.841999999999997,12
2011-10-31,0.0,12
2011-11-01,0.0,12
2011-11-02,0.0,12
2011-11-03,0.508,12
2011-11-04,1.5230000000000001,12
2011-11-05,7.869999999999999,12
2011-11-06,0.0,12
2011-11-07,1.27,12
2011-11-08,3.556,12
2011-11-09,0.254,12
2011-11-10,1.524,12
2011-11-11,1.016,12
2011-11-12,1.27,12
2011-11-13,1.778,12
2011-11-14,8.886999999999997,12
2011-11-15,1.27,12
2011-11-16,0.508,12
2011-11-17,4.064,12
2011-11-18,9.905999999999995,12
2011-11-19,3.81,12
2011-11-20,10.158,12
2011-11-21,0.0,12
2011-11-22,1.27,12
2011-11-23,7.616999999999999,12
2011-11-24,4.571,12
2011-11-25,0.508,12
2011-11-26,2.54,12
2011-11-27,0.0,12
2011-11-28,0.0,12
2011-11-29,0.254,12
2011-11-30,0.0,12
2011-12-01,0.254,12
2011-12-02,0.0,12
2011-12-03,10.157999999999998,12
2011-12-04,6.347999999999999,12
2011-12-05,27.67900000000001,12
2011-12-06,0.254,12
2011-12-07,10.666999999999996,12
2011-12-08,1.524,12
2011-12-09,0.0,12
2011-12-10,0.0,12
2011-12-11,0.0,12
2011-12-12,6.603,12
2011-12-13,5.333999999999998,12
2011-12-14,0.762,12
2011-12-15,2.286,12
2011-12-16,11.423999999999994,12
2011-12-17,1.5230000000000001,12
2011-12-18,17.266000000000002,12
2011-12-19,6.603999999999996,12
2011-12-20,0.0,12
2011-12-21,0.0,12
2011-12-22,0.0,12
2011-12-23,0.0,12
2011-12-24,0.508,12
2011-12-25,0.254,12
2011-12-26,0.0,12
2011-12-27,0.254,12
2011-12-28,0.254,12
2011-12-29,0.254,12
2011-12-30,0.0,12
2011-12-31,0.0,12
2012-01-01,0.0,12
2012-01-02,0.0,12
2012-01-03,1.524,12
2012-01-04,0.508,12
2012-01-05,4.571999999999999,12
2012-01-06,1.5230000000000001,12
2012-01-07,0.0,12
2012-01-08,0.0,12
2012-01-09,0.0,12
2012-01-10,0.0,12
2012-01-11,0.0,12
2012-01-12,0.0,12
2012-01-13,0.0,12
2012-01-14,0.0,12
2012-01-15,2.794,12
2012-01-16,10.410999999999998,12
2012-01-17,28.951000000000008,12
2012-01-18,3.048,12
2012-01-19,0.0,12
2012-01-20,0.0,12
2012-01-21,34.788,12
2012-01-22,6.854999999999997,12
2012-01-23,0.0,12
2012-01-24,0.0,12
2012-01-25,0.0,12
2012-01-26,0.0,12
2012-01-27,0.0,12
2012-01-28,0.0,12
2012-01-29,0.0,12
2012-01-30,0.0,12
2012-01-31,0.0,12
2012-02-01,0.0,12
2012-02-02,0.508,12
2012-02-03,0.762,12
2012-02-04,0.0,12
2012-02-05,0.0,12
2012-02-06,2.794,12
2012-02-07,0.0,12
2012-02-08,6.855999999999998,12
2012-02-09,0.0,12
2012-02-10,1.0150000000000001,12
2012-02-11,0.0,12
2012-02-12,0.0,12
2012-02-13,0.0,12
2012-02-14,0.0,12
2012-02-15,0.0,12
2012-02-16,0.0,12
2012-02-17,0.0,12
2012-02-18,4.571,12
2012-02-19,0.0,12
2012-02-20,0.0,12
2012-02-21,0.0,12
2012-02-22,0.0,12
2012-02-23,0.0,12
2012-02-24,1.016,12
2012-02-25,0.0,12
2012-02-26,3.3000000000000003,12
2012-02-27,0.0,12
2012-02-28,0.254,12
2012-02-29,7.364999999999998,12
2012-03-01,0.0,12
2012-03-02,0.0,12
2012-03-03,2.793,12
2012-03-04,2.54,12
2012-03-05,9.397999999999996,12
2012-03-06,1.016,12
2012-03-07,0.0,12
2012-03-08,2.285,12
2012-03-09,2.286,12
2012-03-10,10.921999999999997,12
2012-03-11,0.0,12
2012-03-12,0.762,12
2012-03-13,0.762,12
2012-03-14,0.0,12
2012-03-15,0.0,12
2012-03-16,0.0,12
2012-03-17,5.079999999999998,12
2012-03-18,32.504999999999995,12
2012-03-19,2.539,12
2012-03-20,0.508,12
2012-03-21,21.57900000000002,12
2012-03-22,1.524,12
2012-03-23,18.03,12
2012-03-24,13.966999999999997,12
2012-03-25,2.7929999999999997,12
2012-03-26,5.332999999999998,12
2012-03-27,0.0,12
2012-03-28,0.508,12
2012-03-29,0.0,12
2012-03-30,8.381999999999998,12
2012-03-31,0.0,12
2012-04-01,4.063000000000001,12
2012-04-02,15.48999999999999,12
2012-04-03,15.99699999999999,12
2012-04-04,2.54,12
2012-04-05,11.68199999999999,12
2012-04-06,3.048,12
2012-04-07,33.51900000000002,12
2012-04-08,24.631999999999994,12
2012-04-09,11.173999999999994,12
2012-04-10,10.661999999999997,12
2012-04-11,13.968999999999987,12
2012-04-12,19.30000000000001,12
2012-04-13,2.286,12
2012-04-14,0.254,12
2012-04-15,0.0,12
2012-04-16,0.254,12
2012-04-17,4.062,12
2012-04-18,6.855,12
2012-04-19,14.475999999999992,12
2012-04-20,4.063000000000001,12
2012-04-21,1.016,12
2012-04-22,0.254,12
2012-04-23,1.016,12
2012-04-24,6.349999999999998,12
2012-04-25,13.458999999999993,12
2012-04-26,5.333,12
2012-04-27,5.586999999999998,12
2012-04-28,21.844000000000012,12
2012-04-29,2.032,12
2012-04-30,9.142999999999995,12
2012-05-01,36.30899999999998,12
2012-05-02,13.45999999999999,12
2012-05-03,10.15999999999999,12
2012-05-04,4.824999999999999,12
2012-05-05,3.302,12
2012-05-06,29.453000000000028,12
2012-05-07,14.730999999999995,12
2012-05-08,5.077999999999999,12
2012-05-09,4.318,12
2012-05-10,1.016,12
2012-05-11,0.254,12
2012-05-12,13.961999999999993,12
2012-05-13,2.794,12
2012-05-14,0.0,12
2012-05-15,0.0,12
2012-05-16,0.0,12
2012-05-17,0.508,12
2012-05-18,0.0,12
2012-05-19,8.126999999999995,12
2012-05-20,0.254,12
2012-05-21,5.587,12
2012-05-22,15.74199999999999,12
2012-05-23,5.333999999999998,12
2012-05-24,5.333999999999998,12
2012-05-25,3.81,12
2012-05-26,5.587999999999999,12
2012-05-27,0.508,12
2012-05-28,0.0,12
2012-05-29,0.0,12
2012-05-30,0.0,12
2012-05-31,0.0,12
2012-06-01,0.0,12
2012-06-02,0.508,12
2012-06-03,0.508,12
2012-06-04,0.0,12
2012-06-05,0.0,12
2012-06-06,0.0,12
2012-06-07,0.0,12
2012-06-08,0.0,12
2012-06-09,0.0,12
2012-06-10,0.0,12
2012-06-11,0.0,12
2012-06-12,30.979,12
2012-06-13,2.032,12
2012-06-14,21.077000000000005,12
2012-06-15,4.826,12
2012-06-16,14.98499999999999,12
2012-06-17,9.142,12
2012-06-18,0.762,12
2012-06-19,0.508,12
2012-06-20,0.508,12
2012-06-21,7.365999999999996,12
2012-06-22,0.0,12
2012-06-23,0.0,12
2012-06-24,0.0,12
2012-06-25,0.0,12
2012-06-26,0.0,12
2012-06-27,0.762,12
2012-06-28,1.016,12
2012-06-29,0.0,12
2012-06-30,20.30899999999999,12
2012-07-01,7.363999999999997,12
2012-07-02,0.0,12
2012-07-03,7.871999999999998,12
2012-07-04,2.032,12
2012-07-05,9.396999999999998,12
2012-07-06,6.095000000000001,12
2012-07-07,0.0,12
2012-07-08,0.0,12
2012-07-09,0.0,12
2012-07-10,0.0,12
2012-07-11,6.8569999999999975,12
2012-07-12,13.205999999999994,12
2012-07-13,13.70899999999999,12
2012-07-14,0.508,12
2012-07-15,0.0,12
2012-07-16,0.0,12
2012-07-17,0.0,12
2012-07-18,0.0,12
2012-07-19,0.0,12
2012-07-20,0.0,12
2012-07-21,0.0,12
2012-07-22,0.0,12
2012-07-23,6.601999999999997,12
2012-07-24,0.254,12
2012-07-25,0.0,12
2012-07-26,0.0,12
2012-07-27,0.0,12
2012-07-28,0.0,12
2012-07-29,0.0,12
2012-07-30,1.016,12
2012-07-31,0.0,12
2012-08-01,0.0,12
2012-08-02,3.302,12
2012-08-03,3.048,12
2012-08-04,0.762,12
2012-08-05,2.794,12
2012-08-06,5.587999999999997,12
2012-08-07,0.0,12
2012-08-08,7.109999999999999,12
2012-08-09,0.0,12
2012-08-10,0.0,12
2012-08-11,0.0,12
2012-08-12,5.586999999999998,12
2012-08-13,8.126000000000001,12
2012-08-14,7.365999999999998,12
2012-08-15,0.0,12
2012-08-16,5.334,12
2012-08-17,13.71499999999999,12
2012-08-18,5.332999999999998,12
2012-08-19,0.0,12
2012-08-20,11.935999999999996,12
2012-08-21,0.508,12
2012-08-22,19.555000000000014,12
2012-08-23,10.159999999999991,12
2012-08-24,4.824999999999999,12
2012-08-25,0.254,12
2012-08-26,3.048,12
2012-08-27,0.254,12
2012-08-28,0.0,12
2012-08-29,0.0,12
2012-08-30,0.0,12
2012-08-31,0.0,12
2012-09-01,0.0,12
2012-09-02,0.0,12
2012-09-03,0.0,12
2012-09-04,0.0,12
2012-09-05,1.524,12
2012-09-06,0.0,12
2012-09-07,0.0,12
2012-09-08,1.0150000000000001,12
2012-09-09,2.794,12
2012-09-10,6.6019999999999985,12
2012-09-11,1.016,12
2012-09-12,0.0,12
2012-09-13,0.0,12
2012-09-14,0.0,12
2012-09-15,0.0,12
2012-09-16,0.0,12
2012-09-17,0.254,12
2012-09-18,0.508,12
2012-09-19,0.254,12
2012-09-20,2.793,12
2012-09-21,12.187999999999999,12
2012-09-22,4.825999999999999,12
2012-09-23,0.0,12
2012-09-24,17.77500000000001,12
2012-09-25,0.0,12
2012-09-26,0.0,12
2012-09-27,0.0,12
2012-09-28,0.762,12
2012-09-29,0.0,12
2012-09-30,0.254,12
2012-10-01,0.0,12
2012-10-02,9.393999999999998,12
2012-10-03,0.0,12
2012-10-04,2.032,12
2012-10-05,1.016,12
2012-10-06,12.440999999999994,12
2012-10-07,7.8739999999999934,12
2012-10-08,0.0,12
2012-10-09,0.254,12
2012-10-10,0.254,12
2012-10-11,0.0,12
2012-10-12,26.15700000000002,12
2012-10-13,36.31099999999999,12
2012-10-14,8.632999999999996,12
2012-10-15,18.28300000000001,12
2012-10-16,16.758999999999997,12
2012-10-17,15.235999999999992,12
2012-10-18,6.603999999999997,12
2012-10-19,1.778,12
2012-10-20,0.0,12
2012-10-21,17.01499999999999,12
2012-10-22,1.27,12
2012-10-23,3.046,12
2012-10-24,8.125999999999992,12
2012-10-25,6.095999999999998,12
2012-10-26,0.254,12
2012-10-27,0.0,12
2012-10-28,2.792,12
2012-10-29,19.551000000000002,12
2012-10-30,9.650999999999996,12
2012-10-31,6.857999999999997,12
2012-11-01,1.016,12
2012-11-02,0.508,12
2012-11-03,0.254,12
2012-11-04,2.0300000000000002,12
2012-11-05,8.126999999999999,12
2012-11-06,0.0,12
2012-11-07,2.286,12
2012-11-08,0.0,12
2012-11-09,1.016,12
2012-11-10,0.0,12
2012-11-11,1.778,12
2012-11-12,0.0,12
2012-11-13,33.01,12
2012-11-14,17.774000000000004,12
2012-11-15,1.778,12
2012-11-16,10.156999999999996,12
2012-11-17,28.438000000000017,12
2012-11-18,10.410999999999996,12
2012-11-19,0.0,12
2012-11-20,0.0,12
2012-11-21,9.901000000000002,12
2012-11-22,8.380999999999998,12
2012-11-23,1.016,12
2012-11-24,0.0,12
2012-11-25,0.0,12
2012-11-26,0.508,12
2012-11-27,1.27,12
2012-11-28,0.254,12
2012-11-29,16.762,12
2012-11-30,2.794,12
2012-12-01,9.142999999999997,12
2012-12-02,5.8420000000000005,12
2012-12-03,5.333,12
2012-12-04,0.0,12
2012-12-05,2.54,12
2012-12-06,1.7770000000000001,12
2012-12-07,0.0,12
2012-12-08,0.0,12
2012-12-09,0.0,12
2012-12-10,0.761,12
2012-12-11,2.286,12
2012-12-12,3.0450000000000004,12
2012-12-13,0.0,12
2012-12-14,0.0,12
2012-12-15,4.824,12
2012-12-16,0.0,12
2012-12-17,0.0,12
2012-12-18,1.778,12
2012-12-19,0.0,12
2012-12-20,2.7920000000000003,12
2012-12-21,0.0,12
2012-12-22,2.286,12
2012-12-23,0.0,12
2012-12-24,0.0,12
2012-12-25,0.0,12
2012-12-26,0.0,12
2012-12-27,0.0,12
2012-12-28,0.0,12
2012-12-29,0.0,12
2012-12-30,0.0,12
2012-12-31,0.0,12
2014-03-04,0.254,12
2014-03-05,7.8739999999999934,12
2014-03-06,23.114000000000022,12
2014-03-07,1.524,12
2014-03-08,0.762,12
2014-03-09,2.032,12
2014-03-10,0.0,12
2014-03-11,9.398,12
2014-03-12,13.715999999999983,12
2014-03-13,0.508,12
2014-03-14,0.0,12
2014-03-15,0.0,12
2014-03-16,23.11400000000001,12
2014-03-17,0.0,12
2014-03-18,1.778,12
2014-03-19,0.0,12
2014-03-20,0.0,12
2014-03-21,0.0,12
2014-03-22,0.0,12
2014-03-23,1.524,12
2014-03-24,0.508,12
2014-03-25,0.0,12
2014-03-26,1.524,12
2014-03-27,0.0,12
2014-03-28,0.0,12
2014-03-29,0.0,12
2014-03-30,0.0,12
2014-03-31,0.0,12
2014-04-01,0.0,12
2014-04-02,0.0,12
2014-04-03,9.651999999999997,12
2014-04-04,1.27,12
2014-04-05,0.0,12
2014-04-06,0.0,12
2014-04-07,0.0,12
2014-04-08,0.0,12
2014-04-09,0.0,12
2014-04-10,0.0,12
2014-04-11,1.524,12
2014-04-12,11.937999999999997,12
2014-04-13,0.0,12
2014-04-14,0.0,12
2014-04-15,39.11599999999996,12
2014-04-16,0.0,12
2014-04-17,0.254,12
2014-04-18,0.0,12
2014-04-19,3.048,12
2014-04-20,5.333999999999998,12
2014-04-21,24.13000000000003,12
2014-04-22,0.0,12
2014-04-23,3.81,12
2014-04-24,16.255999999999982,12
2014-04-25,23.622000000000032,12
2014-04-26,16.255999999999982,12
2014-04-27,0.762,12
2014-04-28,0.0,12
2014-04-29,1.524,12
2014-04-30,9.652000000000001,12
2014-05-01,6.603999999999996,12
2014-05-02,4.318,12
2014-05-03,2.794,12
2014-05-04,0.0,12
2014-05-05,0.0,12
2014-05-06,1.016,12
2014-05-07,11.175999999999988,12
2014-05-08,5.333999999999998,12
2014-05-09,26.162000000000027,12
2014-05-10,11.429999999999987,12
2014-05-11,18.541999999999998,12
2014-05-12,2.794,12
2014-05-13,0.0,12
2014-05-14,5.333999999999998,12
2014-05-15,3.81,12
2014-05-16,2.794,12
2014-05-17,1.27,12
2014-05-18,0.0,12
2014-05-19,0.0,12
2014-05-20,0.0,12
2014-05-21,0.254,12
2014-05-22,2.54,12
2014-05-23,7.8739999999999934,12
2014-05-24,0.0,12
2014-05-25,0.0,12
2014-05-26,0.0,12
2014-05-27,0.0,12
2014-05-28,0.0,12
2014-05-29,0.0,12
2014-05-30,0.254,12
2014-05-31,8.889999999999992,12
2014-06-01,4.571999999999999,12
2014-06-02,13.71599999999999,12
2014-06-03,0.0,12
2014-06-04,0.762,12
2014-06-05,0.762,12
2014-06-06,10.921999999999993,12
2014-06-07,22.098000000000017,12
2014-06-08,0.254,12
2014-06-09,0.0,12
2014-06-10,4.825999999999999,12
2014-06-11,0.762,12
2014-06-12,0.0,12
2014-06-13,0.0,12
2014-06-14,20.066000000000003,12
2014-06-15,0.508,12
2014-06-16,0.0,12
2014-06-17,0.0,12
2014-06-18,0.0,12
2014-06-19,0.0,12
2014-06-20,0.0,12
2014-06-21,0.0,12
2014-06-22,0.0,12
2014-06-23,0.0,12
2014-06-24,16.00199999999998,12
2014-06-25,18.541999999999994,12
2014-06-26,0.254,12
2014-06-27,0.762,12
2014-06-28,0.0,12
2014-06-29,0.0,12
2014-06-30,5.333999999999998,12
2014-07-01,1.016,12
2014-07-02,9.143999999999991,12
2014-07-03,0.254,12
2014-07-04,7.111999999999995,12
2014-07-05,3.048,12
2014-07-06,3.302,12
2014-07-07,4.318,12
2014-07-08,0.0,12
2014-07-09,0.0,12
2014-07-10,0.0,12
2014-07-11,0.0,12
2014-07-12,0.0,12
2014-07-13,0.0,12
2014-07-14,0.0,12
2014-07-15,0.0,12
2014-07-16,0.0,12
2014-07-17,0.0,12
2014-07-18,0.0,12
2014-07-19,0.0,12
2014-07-20,0.0,12
2014-07-21,0.0,12
2014-07-22,0.0,12
2014-07-23,0.0,12
2014-07-24,0.0,12
2014-07-25,0.0,12
2014-07-26,6.0959999999999965,12
2014-07-27,0.254,12
2014-07-28,0.0,12
2014-07-29,0.0,12
2014-07-30,0.0,12
2014-07-31,0.0,12
2014-08-01,0.0,12
2014-08-02,2.286,12
2014-08-03,0.0,12
2014-08-04,1.016,12
2014-08-05,0.0,12
2014-08-06,6.349999999999996,12
2014-08-07,16.00199999999998,12
2014-08-08,4.825999999999999,12
2014-08-09,1.524,12
2014-08-10,9.143999999999991,12
2014-08-11,5.587999999999997,12
2014-08-12,5.587999999999997,12
2014-08-13,1.016,12
2014-08-14,2.286,12
2014-08-15,0.0,12
2014-08-16,0.0,12
2014-08-17,0.0,12
2014-08-18,0.254,12
2014-08-19,0.0,12
2014-08-20,0.0,12
2014-08-21,0.0,12
2014-08-22,0.254,12
2014-08-23,4.318,12
2014-08-24,0.0,12
2014-08-25,7.8739999999999934,12
2014-08-26,1.016,12
2014-08-27,1.778,12
2014-08-28,2.286,12
2014-08-29,5.333999999999998,12
2014-08-30,0.0,12
2014-08-31,0.0,12
2014-09-01,0.0,12
2014-09-02,0.0,12
2014-09-03,6.603999999999996,12
2014-09-04,8.381999999999993,12
2014-09-05,0.0,12
2014-09-06,0.0,12
2014-09-07,0.0,12
2014-09-08,0.0,12
2014-09-09,0.0,12
2014-09-10,0.762,12
2014-09-11,40.63999999999992,12
2014-09-12,1.524,12
2014-09-13,5.333999999999998,12
2014-09-14,10.413999999999989,12
2014-09-15,5.587999999999997,12
2014-09-16,0.0,12
2014-09-17,1.27,12
2014-09-18,1.27,12
2014-09-19,1.524,12
2014-09-20,0.762,12
2014-09-21,1.778,12
2014-09-22,1.778,12
2014-09-23,0.508,12
2014-09-24,0.0,12
2014-09-25,0.254,12
2014-09-26,25.4,12
2014-09-27,0.0,12
2014-09-28,0.0,12
2014-09-29,0.0,12
2014-09-30,0.0,12
2014-10-01,0.0,12
2014-10-02,0.0,12
2014-10-03,0.0,12
2014-10-04,0.0,12
2014-10-05,13.969999999999985,12
2014-10-06,5.587999999999997,12
2014-10-07,7.8739999999999934,12
2014-10-08,9.397999999999993,12
2014-10-09,5.841999999999997,12
2014-10-10,0.0,12
2014-10-11,0.0,12
2014-10-12,5.588,12
2014-10-13,1.27,12
2014-10-14,3.048,12
2014-10-15,7.619999999999997,12
2014-10-16,0.0,12
2014-10-17,5.841999999999999,12
2014-10-18,0.0,12
2014-10-19,1.016,12
2014-10-20,2.794,12
2014-10-21,12.445999999999994,12
2014-10-22,24.63800000000002,12
2014-10-23,0.0,12
2014-10-24,0.0,12
2014-10-25,9.65199999999999,12
2014-10-26,11.175999999999993,12
2014-10-27,0.0,12
2014-10-28,0.0,12
2014-10-29,39.36999999999997,12
2014-10-30,13.715999999999983,12
2014-10-31,2.54,12
2014-11-01,0.508,12
2014-11-02,0.254,12
2014-11-03,0.0,12
2014-11-04,2.286,12
2014-11-05,0.762,12
2014-11-06,0.254,12
2014-11-07,11.43,12
2014-11-08,0.508,12
2014-11-09,17.017999999999997,12
2014-11-10,19.81200000000001,12
2014-11-11,21.84399999999999,12
2014-11-12,19.304000000000006,12
2014-11-13,6.0959999999999965,12
2014-11-14,0.254,12
2014-11-15,3.048,12
2014-11-16,0.0,12
2014-11-17,0.0,12
2014-11-18,0.0,12
2014-11-19,2.794,12
2014-11-20,0.0,12
2014-11-21,0.0,12
2014-11-22,10.41399999999999,12
2014-11-23,1.524,12
2014-11-24,0.0,12
2014-11-25,0.0,12
2014-11-26,3.302,12
2014-11-27,0.0,12
2014-11-28,0.0,12
2014-11-29,0.0,12
2014-11-30,0.0,12
2014-12-01,0.254,12
2014-12-02,0.0,12
2014-12-03,0.0,12
2014-12-04,4.318,12
2014-12-05,6.349999999999996,12
2014-12-06,8.381999999999993,12
2014-12-07,6.603999999999996,12
2014-12-08,33.020000000000024,12
2014-12-09,2.286,12
2014-12-10,0.0,12
2014-12-11,0.0,12
2014-12-12,10.414,12
2014-12-13,11.683999999999987,12
2014-12-14,2.54,12
2014-12-15,3.302,12
2014-12-16,0.254,12
2014-12-17,0.0,12
2014-12-18,1.524,12
2014-12-19,4.825999999999999,12
2014-12-20,8.382,12
2014-12-21,0.254,12
2014-12-22,0.0,12
2014-12-23,0.0,12
2014-12-24,0.0,12
2014-12-25,0.0,12
2014-12-26,0.0,12
2014-12-27,0.0,12
2014-12-28,0.0,12
2014-12-29,0.0,12
2014-12-30,0.0,12
2014-12-31,0.0,12
2015-01-01,0.0,12
2015-01-02,0.0,12
2015-01-03,0.0,12
2015-01-04,0.0,12
2015-01-05,0.0,12
2015-01-06,0.0,12
2015-01-07,0.0,12
2015-01-08,0.0,12
2015-01-09,0.0,12
2015-01-10,0.0,12
2015-01-11,0.254,12
2015-01-12,0.0,12
2015-01-13,0.0,12
2015-01-14,0.0,12
2015-01-15,0.0,12
2015-01-16,0.0,12
2015-01-17,0.0,12
2015-01-18,0.0,12
2015-01-19,0.0,12
2015-01-20,5.587999999999997,12
2015-01-21,5.841999999999997,12
2015-01-22,36.068000000000026,12
2015-01-23,1.778,12
2015-01-24,0.0,12
2015-01-25,0.0,12
2015-01-26,0.0,12
2015-01-27,1.016,12
2015-01-28,0.0,12
2015-01-29,0.0,12
2015-01-30,3.302,12
2015-01-31,0.254,12
2015-02-01,0.0,12
2015-02-02,0.0,12
2015-02-03,0.0,12
2015-02-04,0.0,12
2015-02-05,1.016,12
2015-02-06,0.762,12
2015-02-07,2.032,12
2015-02-08,2.032,12
2015-02-09,18.795999999999996,12
2015-02-10,7.619999999999994,12
